en_sents,vi_sents
I went to see the movies yesterday.,tôi đã đi xem phim ngày hôm qua
"This isn't your place, is it?","Đây không phải là nơi của bạn, phải không?"
You're so cute together.,bạn thật dễ thương với nhau
I'm sure it wasn't easy.,Tôi chắc chắn rằng nó không dễ dàng.
I've decided to be more positive and give it all I've got,tôi đã quyết định tích cực hơn và cho đi tất cả những gì tôi có
Tom wouldn't be too surprised if Mary didn't like the puppy he gave her,Tom sẽ không quá ngạc nhiên nếu mary không thích chú chó con mà anh ấy tặng cô ấy
Tom has written a very good paper on the production of rubber,Tom đã viết một bài báo rất hay về sản xuất cao su
He took charge of the family business after his father died.,ông phụ trách công việc kinh doanh của gia đình sau khi cha mất.
I built a house within a stone's throw of the forest,tôi đã xây một ngôi nhà trong một khu rừng ném đá
I have no money in my pocket.,tôi không có tiền trong túi
She doesn't like anyone,cô ấy không thích ai
What size do you take?,bạn có kích thước bao nhiêu
James was caught in a shower,James bị bắt gặp khi đang tắm
Do you think you can live on a dollar a day in America?,Bạn có nghĩ rằng bạn có thể sống bằng một đô la một ngày ở Mỹ không?
Are you falling for Tom?,bạn đang yêu tom phải không?
That was then and this is now.,Đó là sau đó và đây là bây giờ.
I think we still have plenty of time,tôi nghĩ chúng ta vẫn còn nhiều thời gian
"Before long, she came into my room.","Không lâu sau, cô ấy vào phòng tôi."
Ken was looking for you,ken đang tìm bạn
I'll be in my office from ten tomorrow,tôi sẽ ở trong văn phòng của tôi từ mười ngày mai
Tom couldn't ask for more,tom không thể yêu cầu thêm
Tom is still interested in buying your old car,Tom vẫn quan tâm đến việc mua chiếc xe cũ của bạn
Tom wouldn't tell me anything about what happened that night.,Tom sẽ không cho tôi biết bất cứ điều gì về những gì đã xảy ra đêm đó.
My watch loses three minutes a day,đồng hồ của tôi mất ba phút mỗi ngày
I thought you wanted this,tôi nghĩ bạn muốn điều này
This doll has big eyes.,con búp bê này có đôi mắt to.
"Even though Tom is my neighbor, I don't know him very well","mặc dù tom là hàng xóm của tôi, tôi không biết rõ về anh ấy"
Tom stayed in Boston for three days,tom ở lại boston trong ba ngày
I rode my bicycle a lot today.,hôm nay tôi đạp xe rất nhiều
Tom should've known better.,Tom nên biết nhiều hơn.
That is the shop where I used to work.,đó là cửa hàng nơi tôi từng làm việc
I lent him a magazine.,tôi cho anh ấy mượn tạp chí
They won't be in time for the meeting,họ sẽ không đến kịp cuộc họp
"Because of the typhoon, my parents ended their trip one day early.","Vì cơn bão, bố mẹ tôi đã kết thúc chuyến đi sớm một ngày."
I'm trying to work out this problem,tôi đang cố gắng giải quyết vấn đề này
He's an absolute fool,anh ấy là một kẻ ngốc tuyệt đối
Maybe they're hungry.,có lẽ họ đang đói
What is the harm in doing that?,tác hại của việc đó là gì?
Do you feel like going swimming?,bạn có thích đi bơi không
It was disgraceful,thật là ô nhục
"Tom can't speak French, can he?","Tom không thể nói tiếng Pháp, phải không?"
Tom bet Mary that he could beat her at arm wrestling,Tom cá cược rằng anh ta có thể đánh bại cô ta trong cuộc đấu vật tay
"It's my responsibility, isn't it?","Đó là trách nhiệm của tôi, phải không?"
This is the watch that I bought yesterday,đây là chiếc đồng hồ mà tôi đã mua ngày hôm qua
I thanked him for lending me a book,tôi cảm ơn anh ấy đã cho tôi mượn một cuốn sách
Tom told me I had done a pretty good job.,Tom nói với tôi rằng tôi đã làm một công việc khá tốt.
We'll have to come up with something soon.,chúng tôi sẽ phải đưa ra một cái gì đó sớm.
He was paralyzed by fear.,anh bị tê liệt vì sợ hãi.
I worked for a full 24 hours without getting any sleep.,tôi làm việc đủ 24 giờ mà không ngủ được.
I quit smoking three years ago,tôi đã bỏ thuốc lá ba năm trước
I'm too tired to think,tôi quá mệt mỏi để suy nghĩ
Put the question in writing,đặt câu hỏi bằng văn bản
Do you envy your neighbors?,bạn có ghen tị với hàng xóm của bạn?
I want to give you a goodbye kiss,tôi muốn trao cho bạn một nụ hôn tạm biệt
It was silly of you to make such a mistake,thật là ngớ ngẩn khi bạn phạm phải một sai lầm như vậy
Today is the anniversary of his death.,hôm nay là ngày giỗ của ông.
I addressed the envelope containing the invitation.,tôi gửi địa chỉ phong bì chứa lời mời.
The rumor is true to some extent.,tin đồn là đúng ở một mức độ nào đó.
He came to London to study English,anh đến london để học tiếng anh
The station is about three miles from here,trạm là khoảng ba dặm từ đây
"He came back not because he was homesick, but because he was running short of money","Anh ta quay lại không phải vì nhớ nhà, mà vì anh ta đang thiếu tiền"
Tom asked me to look after you,tom yêu cầu tôi chăm sóc bạn
"I had a couple of questions, but I didn't ask them.","tôi đã có một vài câu hỏi, nhưng tôi đã không hỏi họ."
I'm kind of full,tôi là người đầy đủ
She saved money for a rainy day.,Cô tiết kiệm tiền cho một ngày mưa.
We had a lot more fun in Boston than we thought we would,chúng tôi đã có nhiều niềm vui ở boston hơn chúng tôi nghĩ chúng tôi sẽ
"Could you give us a minute, please?",bạn có thể cho chúng tôi một phút được không?
I will not be able to pick up Shigemi at the kindergarten,tôi sẽ không thể nhận shigemi ở trường mẫu giáo
The teacher wrote French words on the blackboard.,giáo viên viết từ tiếng Pháp trên bảng đen.
Tom and Mary reached the front door at the same time.,tom và mary đến cửa trước cùng một lúc.
Vegemite is awesome,vegemite là tuyệt vời
He seems to have a habit of getting on his coworker's back when he makes a mistake.,anh ta dường như có thói quen trở lại với đồng nghiệp khi anh ta phạm lỗi.
Tom could see that Mary was in a lot of pain.,Tom có thể thấy rằng mary đã rất đau đớn.
I'm not expecting anyone,tôi không mong đợi ai
Tom was gone,tom đã biến mất
I can work anywhere I want,tôi có thể làm việc ở bất cứ đâu tôi muốn
What in the world are you getting at?,bạn đang làm gì trên thế giới?
That's the whole problem,đó là toàn bộ vấn đề
When will they give a concert?,Khi nào họ sẽ tổ chức một buổi hòa nhạc?
Who do you suspect stole your wallet?,bạn nghi ngờ ai đã lấy trộm ví của bạn?
Where were you at the time of the murder?,bạn đã ở đâu trong vụ giết người?
Tell me how to get to the restaurant we're going to be eating at.,cho tôi biết làm thế nào để đến nhà hàng chúng ta sẽ ăn ở.
We had to get something to eat so we stopped at a restaurant near the exit,chúng tôi phải đi ăn gì đó nên dừng lại ở một nhà hàng gần lối ra
I want a book in Swedish,tôi muốn một cuốn sách ở Thụy Điển
All governments will have to cooperate in this matter,tất cả các chính phủ sẽ phải hợp tác trong vấn đề này
Tom phoned to say he was on his way.,Tom gọi điện để nói rằng anh ấy đang trên đường.
Delivery is not included in the price,giao hàng không được bao gồm trong giá
That leaves no room for doubt,không còn chỗ để nghi ngờ
Tom had his key dangling around his neck on a chain,Tom có chìa khóa lủng lẳng quanh cổ trên một sợi xích
"Normally this wouldn't worry the pilot, but recently this kind of thing has been happening more and more often","thông thường điều này sẽ không làm phi công lo lắng, nhưng gần đây loại chuyện này đã xảy ra ngày càng thường xuyên hơn"
The president's death caused great sorrow,cái chết của tổng thống gây ra nỗi buồn lớn
Will you go over my plan?,bạn sẽ đi qua kế hoạch của tôi?
We shouldn't keep secrets from each other,chúng ta không nên giữ bí mật với nhau
This is a terrible thing to say to a man.,Đây là một điều khủng khiếp để nói với một người đàn ông.
I don't remember ever seeing Tom carrying a red bag.,tôi không nhớ đã từng thấy tom mang một cái túi màu đỏ.
You'd have fun,bạn sẽ vui vẻ
Open the curtains and let the sunshine in,mở rèm cửa và để ánh nắng chiếu vào
I had a good sleep.,tôi đã có một giấc ngủ ngon
He studied the flight of birds.,ông đã nghiên cứu chuyến bay của các loài chim.
"The old cottage had only one bed, so we all took turns sleeping in it.","ngôi nhà cũ chỉ có một cái giường, vì vậy tất cả chúng tôi thay phiên nhau ngủ trong đó."
I just thought that you wouldn't want to go.,Tôi chỉ nghĩ rằng bạn sẽ không muốn đi.
"Can you weigh this, please?",bạn có thể cân cái này không?
She gets up the earliest in my family.,cô ấy dậy sớm nhất trong gia đình tôi
Tom yelled,tom hét lên
This town is quite different from what it was ten years ago.,thị trấn này khá khác so với mười năm trước.
I heard a door slam.,tôi nghe thấy tiếng sập cửa.
It wasn't the first time they had done it,đó không phải là lần đầu tiên họ làm điều đó
Tom and Mary are going downtown to eat pizza,tom và mary đang đi vào trung tâm thành phố để ăn pizza
It will cost 500 dollars to fly to Paris.,Nó sẽ có giá 500 đô la để bay đến paris.
His horse ran in the Derby,ngựa của anh ấy chạy trong trận derby
When was the last time you visited Australia?,Lần cuối bạn đến Úc là khi nào?
Tom got on his horse.,Tom lên ngựa.
You were always such a happy boy.,bạn luôn là một cậu bé hạnh phúc
I had to walk home,tôi phải đi bộ về nhà
What are you going to do?,bạn định làm gì?
Europe is now reported to be entirely free of new cases of this disease.,Châu Âu hiện được báo cáo là hoàn toàn không có trường hợp mới mắc bệnh này.
This will never happen again,điều này sẽ không bao giờ xảy ra nữa
We must make a decision on this right away,chúng ta phải đưa ra quyết định về điều này ngay lập tức
You stay right there,bạn ở ngay đó
You're not special.,bạn không đặc biệt
I think you're not telling me something,tôi nghĩ bạn không nói với tôi điều gì
Large areas of the ocean are polluted.,các khu vực rộng lớn của đại dương bị ô nhiễm.
It was all a trick,tất cả là một mánh khóe
Tom took his son John to a baseball game,Tom đưa con trai john đến một trận bóng chày
I often play soccer after class.,Tôi thường chơi bóng đá sau giờ học.
Will you look over these papers?,bạn sẽ xem qua các giấy tờ này?
Tom is half your age.,tom bằng một nửa tuổi của bạn
I can buy what I need at a store near my house.,tôi có thể mua những gì tôi cần tại một cửa hàng gần nhà.
Tom forgives you.,tom tha thứ cho bạn
I got it for half price at a sale.,tôi đã nhận được nó với một nửa giá bán.
"People often lie about what they did on the weekend, so their friends won't realize how boring they really are.","mọi người thường nói dối về những gì họ đã làm vào cuối tuần, vì vậy bạn bè của họ sẽ không nhận ra họ thực sự nhàm chán như thế nào."
He is good at football,anh ấy giỏi bóng đá
Let's rent bicycles over there,hãy thuê xe đạp ở đằng kia
The bus is slow.,xe buýt chậm.
It is very important to obey the traffic rules.,nó là rất quan trọng để tuân thủ các quy tắc giao thông.
I am thinking of going abroad next year.,tôi đang nghĩ đến việc ra nước ngoài vào năm tới
May I come see you this afternoon?,tôi có thể đến gặp bạn chiều nay không?
I have a guilty conscience about that.,tôi có một lương tâm tội lỗi về điều đó.
They built a bridge across the river.,họ đã xây một cây cầu bắc qua sông.
Tom didn't remember where he'd put his passport.,Tom không nhớ anh đã để hộ chiếu ở đâu.
I'm just tired.,Tôi chỉ thấy mệt mỏi.
How many constellations can you name?,bạn có thể đặt tên cho bao nhiêu chòm sao?
We'll fail.,chúng ta sẽ thất bại
Tom wasn't expecting that,Tom đã không mong đợi rằng
Tom is very good at doing things with his hands.,tom rất giỏi làm mọi việc với đôi tay của mình.
The boss will be angry at me,ông chủ sẽ giận tôi
I'm not letting Tom do that.,Tôi sẽ không để tom làm điều đó.
I'm more interested in spoken English,tôi thích nói tiếng anh hơn
"At about the same time, Tom was in his room studying","cùng lúc đó, tom đang ở trong phòng học"
Modern cats don't eat mice.,mèo hiện đại không ăn chuột.
Are you seeing anybody?,bạn có thấy ai không
What's the price of a ticket?,giá vé là bao nhiêu?
Tom was being questioned by the police in the next room,Tom đang bị cảnh sát thẩm vấn ở phòng bên cạnh
You're worse than I am.,bạn tệ hơn tôi
I wonder where she studied English conversation.,tôi tự hỏi cô ấy học tiếng anh ở đâu
It is their only choice.,đó là sự lựa chọn duy nhất của họ
I can't finish this today,hôm nay tôi không thể hoàn thành
I bought a box lunch at the station.,tôi đã mua một hộp ăn trưa tại nhà ga.
I'll go get some,tôi sẽ đi lấy một ít
We must warn them,chúng ta phải cảnh báo họ
I made pancakes for breakfast,tôi làm bánh kếp cho bữa sáng
Is that all you have to say to me?,đó là tất cả những gì bạn phải nói với tôi?
Jane's farewell speech made us very sad.,bài phát biểu chia tay của jane khiến chúng tôi rất buồn.
I know why Tom is here.,tôi biết tại sao tom ở đây
Tom said he had something important to do,Tom nói anh ấy có việc quan trọng phải làm
"It may seem like just a little thing to you, but Tom is really worried about the whole thing.","nó có vẻ như chỉ là một điều nhỏ với bạn, nhưng tom thực sự lo lắng về tất cả mọi thứ."
He has made remarkable progress in English,anh ấy đã đạt được tiến bộ đáng kể trong tiếng Anh
My brother has never been beaten at tennis,anh tôi chưa bao giờ bị đánh tại tennis
How much do you make a month?,bạn kiếm được bao nhiêu một tháng
Tom realized he had no idea how to do what needed to be done.,Tom nhận ra anh ta không biết làm thế nào để làm những gì cần phải làm.
I am pretty sure,tôi khá chắc chắn
The bank was run by private citizens,ngân hàng được điều hành bởi công dân tư nhân
Tom would've turned thirty next month if he hadn't died in the accident.,Tom sẽ bước sang tuổi ba mươi vào tháng tới nếu anh ta không chết trong vụ tai nạn.
I share a bedroom with my sister.,tôi chia sẻ một phòng ngủ với em gái của tôi.
Tom can't picture himself as a teacher,Tom không thể hình dung mình là một giáo viên
I had my suitcase carried to my room,tôi đã mang vali đến phòng của tôi
They're a bunch of windbags.,chúng là một loạt các túi gió.
I didn't want you to get nervous.,tôi không muốn bạn lo lắng
I'm not sure how that happened,tôi không chắc điều đó đã xảy ra như thế nào
You're temperamental.,bạn là người nóng tính.
Tom seems to want to talk to you,Tom dường như muốn nói chuyện với bạn
You owe me.,bạn nợ tôi.
Tom is a drunk.,Tom là một người say rượu.
It is not easy to speak English.,nói tiếng anh không dễ
"I wanted Tom to take some aspirin, but he said he didn't think it would help","Tôi muốn tom uống một ít aspirin, nhưng anh ấy nói anh ấy không nghĩ nó sẽ giúp"
"Like I told you yesterday, I'm too busy to help.","Như tôi đã nói với bạn ngày hôm qua, tôi quá bận để giúp đỡ."
Thank you for helping me with on my essay.,cảm ơn bạn đã giúp tôi về bài luận của tôi
The river flooded the entire region.,dòng sông tràn ngập cả vùng.
He sent his son out to get the newspaper,ông đã gửi con trai của mình ra để lấy báo
We'll be safe here,chúng ta sẽ an toàn ở đây
We looked at our old yearbook pictures.,chúng tôi nhìn vào hình ảnh kỷ yếu cũ của chúng tôi.
I stayed up all night,tôi thức cả đêm
What's your favorite way to stay cool in the summer?,Cách yêu thích của bạn để giữ mát trong mùa hè?
I want Tom to have a decent life,tôi muốn tom có một cuộc sống tốt
I'm not asking you to change your opinion,tôi không yêu cầu bạn thay đổi ý kiến
This is a good place to pitch a tent.,đây là một nơi tốt để dựng lều
Don't waste so much food,đừng lãng phí quá nhiều thức ăn
Tom is leaving me,tom đang rời xa tôi
I'm trying to get out of here.,Tôi đang cố gắng ra khỏi đây.
We've got one casualty,chúng tôi có một người thương vong
The only access to the farmhouse is across the fields.,truy cập duy nhất vào trang trại là trên các lĩnh vực.
It's happening again,Điều đó một lần nữa lại xảy ra
"Finding it hard to make ends meet on his income, she started to work.","thấy khó kiếm tiền nhờ thu nhập của anh, cô bắt đầu đi làm."
He took a shortcut through the forest,anh đi đường tắt xuyên rừng
I gave my sister a doll,tôi đã cho em gái tôi một con búp bê
Have you changed your mind?,bạn đã thay đổi suy nghĩ của bạn?
He left the window open.,Anh để cửa sổ mở.
I ran away from the training camp,tôi đã chạy trốn khỏi trại huấn luyện
Tom can't survive alone,tom không thể sống một mình
Is eating a clove of garlic every day beneficial to your health?,Ăn một tép tỏi mỗi ngày có lợi cho sức khỏe của bạn không?
Is there a hospital near here?,Có bệnh viện nào gần đây không?
I didn't realize what time it was,tôi đã không nhận ra mấy giờ rồi
I want to talk with Tom.,tôi muốn nói chuyện với tom
"Tom reached in his pocket, pulled out some matches, struck one, and then lit the campfire.","Tom thò tay vào túi, rút ra một số que diêm, đánh một cái, rồi đốt lửa trại."
They built the walls of the fortress without using cement at all.,họ đã xây dựng các bức tường của pháo đài mà không sử dụng xi măng.
We're a little behind,chúng tôi chậm hơn một chút
Why would you want to go?,tại sao bạn muốn đi
He said he would cut taxes,ông nói sẽ cắt giảm thuế
It is rather difficult to assemble a watch.,việc lắp ráp một chiếc đồng hồ là khá khó khăn.
What time did you get in?,mấy giờ bạn vào
That's very sweet.,Điều đó thật ngọt ngào.
Our company has come a long way since it was set up.,công ty chúng tôi đã đi một chặng đường dài kể từ khi nó được thành lập.
Don't answer that phone,đừng trả lời điện thoại đó
Tom has to get out of here before the police get here,Tom phải ra khỏi đây trước khi cảnh sát đến đây
Am I safe here?,tôi có an toàn ở đây không?
Not a day went by when he didn't regret what he'd done.,Không một ngày nào trôi qua khi anh không hối hận về những gì mình đã làm.
Ask me anything you want,Hỏi tôi bất cứ thứ gì bạn muốn
"It's your choice, Tom.","đó là sự lựa chọn của bạn, tom."
Slide to unlock.,trượt để mở khóa.
This is a pretty amazing place.,đây là một nơi khá tuyệt vời
Could I look at that book?,tôi có thể nhìn vào cuốn sách đó không?
"I think that, for the first time in my life, I understood her.","Tôi nghĩ rằng, lần đầu tiên trong đời, tôi hiểu cô ấy."
What we have is enough.,những gì chúng ta có là đủ.
You're not the only one here who wants to go home early.,bạn không phải là người duy nhất ở đây muốn về nhà sớm.
He is in the prime of life.,Anh ấy đang ở trong cuộc đời.
Tom had a good time talking with Mary.,tom đã có một thời gian nói chuyện với mary.
They missed the train.,họ đã lỡ chuyến tàu.
You have to come now.,bạn phải đến ngay bây giờ
I don't believe you just said that.,Tôi không tin bạn vừa nói điều đó.
Older people are often afraid of trying new things.,người già thường sợ thử những điều mới.
I suppose you like it,tôi cho rằng bạn thích nó
The USSR will only use air strikes in the country as a last resort,ussr sẽ chỉ sử dụng các cuộc không kích ở nước này như là phương sách cuối cùng
You're not fooling anyone.,bạn không lừa ai cả.
The office has been transferred up to the sixth floor.,văn phòng đã được chuyển lên tầng sáu.
Tom doesn't belong here.,Tom không thuộc về nơi này.
They're jealous.,họ ghen tị
Let's go find Tom.,Hãy đi tìm tom.
How much are the grapes?,nho bao nhiêu tiền
I'm smarter than you,Tôi thông minh hơn bạn
The police continued their investigation,cảnh sát tiếp tục điều tra
Half a loaf is better than none.,một nửa ổ bánh mì là tốt hơn không có.
Tom didn't say anything about you coming by.,Tom đã không nói bất cứ điều gì về bạn đi qua.
I've never seen a rainbow,tôi chưa bao giờ thấy cầu vồng
Don't take unnecessary risks.,đừng chấp nhận rủi ro không cần thiết.
"I'm sorry, I can't stay long","tôi xin lỗi, tôi không thể ở lại lâu"
Will the defendant please rise?,bị cáo xin vui lòng tăng lên?
Both Tom and Mary can swim quite well,cả tom và mary đều có thể bơi khá tốt
You are a patient woman,bạn là một người phụ nữ kiên nhẫn
I would've taken care of Tom,tôi sẽ chăm sóc tom
Sydney is the largest city in Australia.,sydney là thành phố lớn nhất ở Úc.
Tom brought Mary a gift.,tom mang mary một món quà.
It cost less than fifteen dollars,nó có giá dưới mười lăm đô la
Can you put up with the noise?,bạn có thể chịu đựng tiếng ồn không?
A convict has escaped from prison,một kẻ bị kết án đã trốn thoát khỏi nhà tù
How much more does it cost to return the rental car to another location?,Mất bao nhiêu tiền để trả xe cho thuê đến một địa điểm khác?
Tom is just talking to himself,tom chỉ nói với chính mình
My parents met each other in the mountains.,Bố mẹ tôi gặp nhau trên núi.
You should keep in touch with Mr. Smith.,bạn nên giữ liên lạc với ông. thợ rèn.
I have a migraine.,Tôi bị chứng đau nửa đầu.
"Hold on, please.",xin vui lòng giữ
Does anyone know what this is?,Có ai biết đây là gì?
May I use your phone?,tôi có thể sử dụng điện thoại của bạn?
I want to find out how many people died in that accident,tôi muốn tìm hiểu có bao nhiêu người chết trong vụ tai nạn đó
We're going to need some,chúng ta sẽ cần một số
I might as well do it now,tôi cũng có thể làm điều đó ngay bây giờ
He will come back soon.,Anh sẽ quay lại sớm.
I'll tell Tom that's not true,tôi sẽ nói với tom điều đó không đúng
He's pathetic and stupid,anh ta thảm hại và ngu ngốc
Tom is going to do something about it,tom sẽ làm gì đó về nó
No one on either side was killed.,không ai ở hai bên bị giết.
She pretended that she was sick.,Cô giả vờ rằng mình bị bệnh.
I erased my hard disk by accident,tôi đã vô tình xóa đĩa cứng của tôi
I'm going to shave.,tôi sẽ cạo râu
This kind of work is very dangerous.,loại công việc này rất nguy hiểm.
Let's just stay out of each other's way.,chúng ta hãy tránh xa nhau
I've heard that carrots are good for your eyes.,Tôi đã nghe nói rằng cà rốt là tốt cho mắt của bạn.
You said I'd get better.,bạn nói tôi sẽ khá hơn
We're all out of booze,tất cả chúng ta đã hết say
I've been asked to help out.,Tôi đã được yêu cầu giúp đỡ.
I met him just now.,tôi vừa mới gặp anh ấy
"There's still a lot left to do, so I won't get bored.","Vẫn còn nhiều việc phải làm, vì vậy tôi sẽ không cảm thấy buồn chán."
I intended to have visited Rome last year.,tôi dự định đã đến thăm rome năm ngoái.
There are a number of shops selling foreign books and periodicals,có một số cửa hàng bán sách nước ngoài và định kỳ
Don't be afraid of seeing the doctor,đừng sợ gặp bác sĩ
We used to play over by that grassy knoll.,chúng tôi đã từng chơi qua tiếng gõ cửa cỏ đó.
He did not go into Earth orbit.,ông không đi vào quỹ đạo trái đất.
He led a life of luxury.,Ông sống một cuộc sống xa hoa.
"In 1955, the cancer returned and she died in 1956 at the age of 42.","Năm 1955, căn bệnh ung thư quay trở lại và bà qua đời năm 1956 ở tuổi 42."
The dog is mine,con chó là của tôi
Not a sound was to be heard in the concert hall,không một âm thanh nào được nghe trong phòng hòa nhạc
"To all appearances, they are a happy couple","Trong tất cả các lần xuất hiện, họ là một cặp vợ chồng hạnh phúc"
I was really drunk last night.,tôi đã thực sự say tối qua.
Please forgive me for not having written sooner.,xin vui lòng tha thứ cho tôi vì đã không viết sớm hơn.
Tom didn't tell anybody about what happened until he was thirty,Tom đã không nói cho ai biết chuyện gì đã xảy ra cho đến khi anh ta ba mươi tuổi
I'm afraid I'm not who you think I am.,Tôi sợ tôi không phải là bạn nghĩ tôi là ai.
Is this book the one he always uses?,cuốn sách này anh ấy luôn sử dụng phải không?
It won't be long before he is up and about,sẽ không lâu nữa trước khi anh ấy thức dậy
Don't phone her now,đừng gọi cho cô ấy bây giờ
The man left the restaurant without paying his bill.,Người đàn ông rời khỏi nhà hàng mà không trả hóa đơn của mình.
I'm at a loss to explain Tom's absence,tôi không thể giải thích sự vắng mặt của tom
An old man came tottering along.,Một ông già đi cùng.
I'm sure I can help,tôi chắc chắn tôi có thể giúp
Tom plans to buy a new motorcycle,tom có kế hoạch mua một chiếc xe máy mới
Tom looked a little annoyed.,Tom có vẻ hơi khó chịu.
"You told Tom to go to bed early, didn't you?",bạn bảo tom đi ngủ sớm phải không?
Tom is selfish.,tom là ích kỷ.
You need to lose some weight,bạn cần giảm cân
Why does he always make allowances for her conduct?,Tại sao anh ta luôn luôn cho phép cô ấy thực hiện?
I'm not in the mood anymore.,Tôi không còn tâm trạng nữa.
That happened seventeen years before the Wright brothers flew for the first time,Điều đó đã xảy ra mười bảy năm trước khi anh em ngay lập tức bay lần đầu tiên
I know where Tom's office is,tôi biết văn phòng của tom ở đâu
How did you learn to cook so well?,Làm thế nào mà bạn học nấu ăn giỏi như vậy?
The bad weather is responsible for the delay.,thời tiết xấu chịu trách nhiệm cho sự chậm trễ.
It is about time we were leaving.,đó là khoảng thời gian chúng tôi đã rời đi.
They branded him as a liar.,họ coi anh là kẻ dối trá.
I want some money,tôi muốn một ít tiền
It is going to rain very soon.,trời sẽ mưa rất sớm
We'll do our best.,chúng tôi sẽ làm tốt nhất của chúng tôi.
Leave everything,bỏ lại mọi thứ
Tom was charged with murder,tom bị buộc tội giết người
Stop yelling. My head hurts,đừng la hét. đầu tôi đau
This diver's watch is a little too expensive,đồng hồ của thợ lặn này là một chút quá đắt
Knock before you open the door.,gõ trước khi bạn mở cửa.
We look up to Tom as our leader,chúng tôi trông đợi tom là người lãnh đạo của chúng tôi
"In retrospect, I should have treated her with more respect.","nhìn lại, tôi nên đối xử với cô ấy với sự tôn trọng hơn."
He asked his teacher stupid questions.,anh hỏi cô giáo những câu hỏi ngu ngốc.
I don't care what you do with your money,tôi không quan tâm bạn làm gì với tiền của bạn
Let's leave the decision to Tom.,Hãy để quyết định tom.
I see no reason to continue.,tôi thấy không có lý do để tiếp tục.
"From my position, I cannot see the tower","từ vị trí của tôi, tôi không thể nhìn thấy tòa tháp"
Tom doesn't want a party.,Tom không muốn một bữa tiệc.
I will read a book.,Tôi sẽ đọc một cuốn sách.
Tom never makes the same mistake twice,tom không bao giờ mắc lỗi tương tự hai lần
Robots are used to manufacture cars.,robot được sử dụng để sản xuất ô tô.
"""Why are you mad at me?"" ""I'm not mad at you!""","""tại sao bạn giận tôi?"" ""tôi không giận bạn!"""
He couldn't bear the thought of leaving her.,anh không thể chịu đựng được ý nghĩ rời bỏ cô.
Tom is barely conscious,tom hầu như không có ý thức
The gasoline tank was underneath,bình xăng nằm bên dưới
You are my father.,Ông là bố của tôi.
You are the reason I'm here.,bạn là lý do tôi ở đây
There's no one in the room,không có ai trong phòng
I can play Chopin,tôi có thể chơi chopin
I'm pretty sure Tom is safe.,Tôi khá chắc chắn rằng tom an toàn.
What is your favorite song on this album?,Bài hát yêu thích của bạn trong album này là gì?
Tom is doing all right.,tom đang làm tốt
Are they paying you well enough?,họ trả tiền cho bạn đủ tốt chưa?
I need lots of time,tôi cần rất nhiều thời gian
I got into town only a week ago.,tôi đã vào thị trấn chỉ một tuần trước.
What is the origin of the universe?,nguồn gốc của vũ trụ là gì?
They look confused.,Trông họ bối rối.
We just met,chúng ta vừa mới gặp nhau
I saw Tom's daughter last week.,tôi đã thấy con gái của tom tuần trước.
He works as hard as any student,anh ấy làm việc chăm chỉ như bất kỳ sinh viên nào
Japan depends on imports for raw materials.,Nhật Bản phụ thuộc vào nhập khẩu nguyên liệu.
He saw the accident on his way to school.,Anh thấy tai nạn trên đường đến trường.
I'm writing a song in French.,Tôi đang viết một bài hát bằng tiếng Pháp.
I heard that you're not going home either,tôi nghe nói bạn cũng không về nhà
It took Tom a few weeks to get used to working in his new office,Phải mất vài tuần để làm quen với văn phòng mới của anh ấy.
I'm getting farsighted as I get older.,Tôi đang bị viễn thị khi tôi già đi.
I had a toothache yesterday,tôi bị đau răng ngày hôm qua
What did you have?,những gì bạn đã có?
I'd like to speak to the lady of the household.,Tôi muốn nói chuyện với người phụ nữ của gia đình.
This can lead to unpleasant consequences,điều này có thể dẫn đến hậu quả khó chịu
Can I interest you in a drink?,tôi có thể quan tâm bạn trong một thức uống?
"The next time you do that, you're fired.","lần tiếp theo bạn làm điều đó, bạn bị sa thải."
She's well known as a singer.,Cô ấy nổi tiếng là một ca sĩ.
How did Tom ever talk you into this?,Làm thế nào mà tom từng nói với bạn về điều này?
Can you please just give Tom whatever he wants?,bạn có thể vui lòng chỉ cho tom bất cứ điều gì anh ấy muốn?
I washed the dishes after supper.,Tôi rửa chén sau bữa ăn tối.
What hotel are you staying in?,bạn đang ở khách sạn nào
All sorts of people came to the exhibition,tất cả các loại người đã đến triển lãm
Why isn't Tom saying anything?,Tại sao tom không nói gì?
I'm sure that our team will win.,Tôi chắc chắn rằng đội của chúng tôi sẽ giành chiến thắng.
Most of the people in this town are on vacation.,Hầu hết mọi người trong thị trấn này đang đi nghỉ.
Your mother would have been very proud of you.,mẹ bạn sẽ rất tự hào về bạn
I felt reborn,tôi cảm thấy được tái sinh
You can't really expect Tom to change his mind.,bạn thực sự không thể mong đợi tom sẽ thay đổi suy nghĩ của anh ấy.
Let's take turns rowing the boat,chúng ta hãy lần lượt chèo thuyền
Kenji is a tennis player.,kenji là một tay vợt.
"With Christmas just around the corner, I should do some shopping","với giáng sinh chỉ quanh quẩn, tôi nên đi mua sắm"
Tom tried not to yawn.,tom cố không ngáp.
She has put her house up for sale,cô ấy đã rao bán nhà
She allegedly killed him,cô bị cáo buộc đã giết anh ta
I must remind you about your promise.,tôi phải nhắc bạn về lời hứa của bạn
My aunt is older than my mother.,dì tôi lớn tuổi hơn mẹ tôi
I can't get along with that man any more,tôi không thể hòa hợp với người đàn ông đó nữa
